EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX 
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|3|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|4|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|5|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|6|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|7|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
OPEN DOOR GROUP 2|Location is: OPEN DOOR GROUP|1|19:00:00|20:00:00|1319 HOLBROOK STREET, MT VERNON, TX 75457
Katy 12+12|Location is: Katy 5th Street Club|2|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Katy 12+12|Location is: Katy 5th Street Club|5|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Katy 12+12|Location is: Katy 5th Street Club|6|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Katy 12 & 12 11th Step Meeting|Location is: Katy 5th Street Club|1|08:30:00|09:30:00|5108 East 5th Street, katy, TX 77493
Katy 12+12|Location is: Katy 5th Street Club|3|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Katy 12+12|Location is: Katy 5th Street Club|4|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Katy 12 & 12 Group Big Book Study|Location is: Katy 5th Street Club|3|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Joe & Charlie Big Book Study|Location is: Katy 5th Street Club|7|09:30:00|10:30:00|5108 East 5th Street, katy, TX 77493
Katy 12 & 12|Location is: Katy 5th Street Club|4|12:00:00|13:00:00|5108 East 5th Street, katy, TX 77493
Gratitude Group|Location is: Conroe, TX|2|12:00:00|13:00:00|702 N Thompson St, Conroe, TX 77301
Shawnee Big Book Group|Location is: Shawnee|2|20:00:00|21:00:00|111 N Kickapoo St, Shawnee, TX 74801
God working In Our Lives|Location is: Unname Location|1|10:00:00|11:00:00|1111 N Kickapoo St, Shawnee, TX 74801
Tuesday Big Book Study|Location is: Shawnee Big Book Group|3|18:00:00|19:00:00|1111 N Kickapoo St, Shawnee, TX 74801
GLADEWATER GROUP|Location is: GLADEVIEW BAPTIST CHURCH|3|20:00:00|21:00:00|901 N CULVER, GLADEWATER, TX 75647
GLADEWATER GROUP|Location is: GLADEVIEW BAPTIST CHURCH|5|20:00:00|21:00:00|901 N CULVER, GLADEWATER, TX 75647
Bear Creek Fellowship Group|Location is: 5151 Addicks-Satsuma|2|12:00:00|13:00:00|Houston, TX, houston, TX 77084
cypresswood|Location is: alano club nw|2|19:00:00|20:00:00|     8320 louetta, spring, TX 77379
KILGORE GROUP (THE HUT)|Location is: KILGORE GROUP (THE HUT)|2|20:00:00|21:00:00|HIGHWAY 135, KILGORE, TX 75662
Serenity Group|Location is: 990 Rayford Road|2|12:00:00|13:00:00|Spring W Dr, Spring, TX 77388
PIONEER GROUP|Location is: ETMC|3|20:00:00|21:00:00|712 N WOOD AND HIGHWAY 271, GILMER, TX 75644
PIONEER GROUP|Location is: ETMC|6|20:00:00|21:00:00|712 N WOOD AND HIGHWAY 271, GILMER, TX 75644
UNITY GROUP|Location is: UNITY GROUP|2|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP|Location is: UNITY GROUP|3|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP|Location is: UNITY GROUP|4|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP|Location is: UNITY GROUP|5|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP|Location is: UNITY GROUP|6|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP|Location is: UNITY GROUP|7|12:00:00|13:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 4|Location is: UNITY GROUP|1|14:00:00|15:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 2|Location is: UNITY GROUP|3|18:30:00|19:30:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|3|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|4|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|5|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|6|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|7|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
UNITY GROUP 3|Location is: UNITY GROUP|1|20:00:00|21:00:00|405 N KILGORE STREET, KILGORE, TX 75662
Life on Lifes Terms|Location is: Fort Bend Club|4|19:00:00|20:00:00|4203 Avenue H, rosenberg, TX 77471
Unnamed Meeting|Location is: Spring Group|1|18:30:00|19:30:00|, Spring, TX 
THAT BIG BOOK STUDY|Location is: Red House, in rear|7|20:00:00|21:00:00|2272 Murry Hill, Cleveland, TX 77328
Memorial Going Home Group|Location is: West Houston Community Center|2|17:30:00|18:30:00|725 Bateswood Houston, TX, houston, TX 77079
Sisters in Sobriety|Location is: West Houston Community Center|1|17:30:00|18:30:00|725 Bateswood Houston, TX, houston, TX 77079
HENDERSON GROUP|Location is: ST MATTHEWS EPISCOPAL CHURCH|3|20:00:00|21:00:00|214 COLLEGE AVE, HENDERSON, TX 75654
ALCOHOLICS IN RECOVERY GROUP|Location is: ALCOHOLICS IN RECOVERY GROUP|7|09:00:00|10:00:00|108 1/2 NORTH MARSHALL, HENDERSON, TX 75652
HOPE GROUP 4|Location is: HOPE GROUP|1|10:00:00|11:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|2|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|3|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|4|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|5|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|6|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP|Location is: HOPE GROUP|7|12:00:00|13:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 2|Location is: HOPE GROUP|2|18:30:00|19:30:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 2|Location is: HOPE GROUP|4|18:30:00|19:30:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 2|Location is: HOPE GROUP|5|18:30:00|19:30:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 2|Location is: HOPE GROUP|7|18:30:00|19:30:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 2|Location is: HOPE GROUP|1|18:30:00|19:30:00|503 KILGORE DRIVE, HENDERSON, TX 75652
HOPE GROUP 3|Location is: HOPE GROUP|6|20:00:00|21:00:00|503 KILGORE DRIVE, HENDERSON, TX 75652
SPRINGHILL HOPE GROUP|Location is: PINE TREE CHURCH OF CHRIST|5|20:00:00|21:00:00|3221 DUNDEE ROAD, LONGVIEW, TX 75604
GREGGTON GROUP|Location is: GREGGTON GROUP|1|10:00:00|11:00:00|FM 1845, LONGVIEW, TX 75603
GREGGTON GROUP|Location is: GREGGTON GROUP|2|20:00:00|21:00:00|FM 1845, LONGVIEW, TX 75603
GREGGTON GROUP|Location is: GREGGTON GROUP|3|20:00:00|21:00:00|FM 1845, LONGVIEW, TX 75603
GREGGTON GROUP|Location is: GREGGTON GROUP|4|20:00:00|21:00:00|FM 1845, LONGVIEW, TX 75603
GREGGTON GROUP|Location is: GREGGTON GROUP|6|20:00:00|21:00:00|FM 1845, LONGVIEW, TX 75603
GREGGTON GROUP|Location is: GREGGTON GROUP|7|20:00:00|21:00:00|FM 1845, LONGVIEW, TX 75603
ELDERVILLE GROUP|Location is: PRESBYTERIAN CHURCH|3|20:00:00|21:00:00|HIGHWAY 322 AT FM 2011, LONGVIEW, TX 75603
Mt Pleasant 4th Dimension |Location is: East New Hope Baptist Church|2|19:00:00|20:00:00|, , TX 
Mt Pleasant 4th Dimension |Location is: East New Hope Baptist Church|5|19:00:00|20:00:00|, , TX 
Mt Pleasant 4th Dimension |Location is: East New Hope Baptist Church|6|19:00:00|20:00:00|, , TX 
Mount Pleasnt 4th Dimension Group|Location is: East New Hope Baptist Church|6|19:00:00|20:00:00|1550 FM 1735, mount pleasant, TX 75455
Mount Pleasant 4th Dimension Group|Location is: East New Hope Baptist Church|5|19:00:00|20:00:00|1550 FM 1735, mount pleasant, TX 75455
Mount Pleasant 4th Deminsion Group|Location is: East New Hope Baptist Church|2|19:00:00|20:00:00|1550 FM 1735, mount pleasant, TX 75455
THURSDAY MENS St Martin&#39;s Church|Location is: St Martin&#39;s Church|5|12:00:00|13:00:00|Woodway Drive, houston, TX 
CLARKSVILLE GROUP|Location is: CLARKSVILLE GROUP|2|20:00:00|21:00:00|506 EAST BROADWAY, CLARKSVILLE, TX 75426
CLARKSVILLE GROUP|Location is: CLARKSVILLE GROUP|4|20:00:00|21:00:00|506 EAST BROADWAY, CLARKSVILLE, TX 75426
CLARKSVILLE GROUP|Location is: CLARKSVILLE GROUP|7|20:00:00|21:00:00|506 EAST BROADWAY, CLARKSVILLE, TX 75426
Porter Group|Location is: Porter,Texas|2|20:00:00|21:00:00|59 Hwy, porter, TX 77357
MCCANN MEADOWS GROUP|Location is: SOUTH LONGVIEW BIBLE FELLOWSHIP CHURCH|5|20:00:00|21:00:00|MOBBERLY AND BIRDSONG, LONGVIEW, TX 75602
CLEAN AIR GROUP 4|Location is: ST ANTHONY’S CHURCH PARISH HALL|7|10:00:00|11:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|2|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|3|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|4|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|5|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|6|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|7|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP|Location is: ST ANTHONY’S CHURCH PARISH HALL|1|12:00:00|13:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 5|Location is: ST ANTHONY’S CHURCH PARISH HALL|1|17:15:00|18:15:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|2|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|3|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|4|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|5|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|6|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|7|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 2|Location is: ST ANTHONY’S CHURCH PARISH HALL|1|18:30:00|19:30:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
CLEAN AIR GROUP 3|Location is: ST ANTHONY’S CHURCH PARISH HALL|6|21:00:00|22:00:00|CORNER 7TH AND OLIVE STREET, LONGVIEW, TX 75601
KEYSTONE MENS GROUP|Location is: KEYSTONE MENS GROUP|2|18:30:00|19:30:00|1005 PADON STREET, LONGVIEW, TX 75601
Clean Air Group|Location is: St. Anthony's Parish Hall|1|12:00:00|13:00:00|7th & Olive, gladewater, TX 75601
Westside AA Group 5|Location is: Westside AA Group|1|11:00:00|12:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group 6|Location is: Westside AA Group|1|19:30:00|20:30:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group|Location is: Westside AA Group|2|20:00:00|21:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group 2|Location is: Westside AA Group|3|08:00:00|09:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group|Location is: Westside AA Group|3|20:00:00|21:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group 3|Location is: Westside AA Group|4|10:00:00|11:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group 4|Location is: Westside AA Group|4|18:30:00|19:30:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group|Location is: Westside AA Group|4|20:00:00|21:00:00|1509 W. 1st Street, Westside, TX 77401
Westside AA Group|Location is: Westside AA Group|6|20:00:00|21:00:00|1509 W. 1st Street, Westside, TX 77401
25th Hour Group|Location is: Northside 24 Hour Club|2|20:00:00|21:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|3|12:00:00|13:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|4|20:00:00|21:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|5|20:00:00|21:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|6|20:00:00|21:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|7|19:00:00|20:00:00|87 Lyerly, houston, TX 77022
25th Hour Group|Location is: Northside 24 Hour Club|1|20:00:00|21:00:00|87 Lyerly, houston, TX 77022
lamplighters|Location is: Missouri city|1|20:00:00|21:00:00|Fm road, missouri city, TX 77477
LIFELINE GROUP|Location is: LIFELINE GROUP|2|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|3|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|4|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|5|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|6|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|7|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP|Location is: LIFELINE GROUP|1|12:00:00|13:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|2|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|3|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|4|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|5|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|6|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|7|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 2|Location is: LIFELINE GROUP|1|18:45:00|19:45:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 3|Location is: LIFELINE GROUP|4|20:00:00|21:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 4|Location is: LIFELINE GROUP|5|22:00:00|23:00:00|704 ELLIS AVE, LUFKIN, TX 75904
LIFELINE GROUP 3|Location is: LIFELINE GROUP|7|20:00:00|21:00:00|704 ELLIS AVE, LUFKIN, TX 75904
Gratitude Group|Location is: Laredo Tx|1|20:00:00|21:00:00|4120 San Bernardo Ave, Laredo, TX 78041
Gratitude Group|Location is: Laredo, TX|1|12:00:00|13:00:00|4120 San Bernardo Ave, Laredo, TX 78041
White Oak|Location is: South Heights|1|22:00:00|23:00:00|3301 White Oak Dr, Houston, TX 77007
212 E GRAVIS|Location is: 212 E GRAVIS|5|20:00:00|21:00:00|212 E GRAVIS, SAN DIEGO, TX 78384
Atascocita Group|Location is: Humble Texas|2|12:00:00|13:00:00|S. Houston St, humble, TX 
LAKE O’ PINES GROUP|Location is: MASONIC BUILDING|2|20:00:00|21:00:00|414-B FM 450, ORE CITY, TX 75683
LAKE O’ PINES GROUP|Location is: MASONIC BUILDING|4|20:00:00|21:00:00|414-B FM 450, ORE CITY, TX 75683
LAKE O’ PINES GROUP|Location is: MASONIC BUILDING|1|20:00:00|21:00:00|414-B FM 450, ORE CITY, TX 75683
Lambda |Location is: Lambda Center |1|09:30:00|10:30:00|1201 West Clay Street, houston, TX 77019
Lambda |Location is: Lambda Center |2|20:00:00|21:00:00|1201 West Clay Street, houston, TX 77019
Lambda |Location is: Lambda Center |7|08:30:00|09:30:00|1201 West Clay Street, houston, TX 77019
Unnamed Meeting|Location is: Houston|7|20:00:00|21:00:00|?, houston, TX 
Missouri Street Mens Meeting|Location is: 1206 Missouri Street|4|20:00:00|21:00:00|1206 Missouri St, Houston, TX 77006
LUFKIN GROUP|Location is: LUFKIN GROUP|2|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|3|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|4|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|5|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|6|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|7|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
LUFKIN GROUP|Location is: LUFKIN GROUP|1|20:00:00|21:00:00|1602 DIANA STREET, LUFKIN, TX 75901
PLENTITUD GROUP|Location is: PLENTITUD GROUP|2|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|3|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|4|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|5|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|6|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|7|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
PLENTITUD GROUP|Location is: PLENTITUD GROUP|1|19:30:00|20:30:00|1420 S FREDONIA, NACOGDOCHES, TX 75964
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|2|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|3|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|4|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|5|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|6|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|7|17:30:00|18:30:00|, , TX 
DEEP EAST TEXAS GROUP|Location is: DEEP EAST TEXAS GROUP|1|17:30:00|18:30:00|, , TX 
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|2|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|3|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|4|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|5|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|6|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|7|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
MURRAY STREET GROUP|Location is: MURRAY STREET GROUP|1|20:00:00|21:00:00|1221 MURRAY STREET, NACOGDOCHES, TX 75961
INDIAN TRAIL GROUP|Location is: INDIAN TRAIL GROUP|2|10:00:00|11:00:00|5126 BROKEN AROW, BANQUETE, TX 78380
INDIAN TRAIL GROUP|Location is: INDIAN TRAIL GROUP|4|10:00:00|11:00:00|5126 BROKEN AROW, BANQUETE, TX 78380
INDIAN TRAIL GROUP|Location is: INDIAN TRAIL GROUP|5|10:00:00|11:00:00|5126 BROKEN AROW, BANQUETE, TX 78380
INDIAN TRAIL GROUP|Location is: INDIAN TRAIL GROUP|6|10:00:00|11:00:00|5126 BROKEN AROW, BANQUETE, TX 78380
DAINGERFIELD GROUP|Location is: FELLOWSHIP BAPTIST CHURCH|3|20:00:00|21:00:00|HIGHWAY 259, DAINGERFIELD, TX 75638
DAINGERFIELD GROUP|Location is: FELLOWSHIP BAPTIST CHURCH|5|20:00:00|21:00:00|HIGHWAY 259, DAINGERFIELD, TX 75638
CROSSROADS GROUP 3|Location is: CROSSROADS GROUP|7|10:00:00|11:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP|Location is: CROSSROADS GROUP|2|12:15:00|13:15:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP|Location is: CROSSROADS GROUP|5|12:15:00|13:15:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 5|Location is: CROSSROADS GROUP|1|13:00:00|14:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 4|Location is: CROSSROADS GROUP|7|15:00:00|16:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|2|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|3|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|4|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|5|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|6|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|7|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
CROSSROADS GROUP 2|Location is: CROSSROADS GROUP|1|19:00:00|20:00:00|103 N HOUSTON, EDGEWOOD, TX 77011
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|1|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|2|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|3|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|4|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|5|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|6|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
3001 OLD KINGSVILLE ROAD|Location is: 3001 OLD KINGSVILLE ROAD|7|20:00:00|21:00:00|3001 OLD KINGSVILLE ROAD, ALICE, TX 78332
Rx for Sobriety|Location is: NW Behavioral Hosp|4|19:00:00|20:00:00|Calallen/5 Points, Corpus Christi, TX 
T-3 (Calallen)|Location is: St.? Andrews Church|2|18:30:00|19:30:00|13026 Leopard St., Corpus Christi, TX 78410
T-3 (Calallen)|Location is: St.? Andrews Church|5|18:30:00|19:30:00|13026 Leopard St., Corpus Christi, TX 78410
Pearland Gratitude|Location is: First Presbyterian Church|5|20:00:00|21:00:00|2930 East Braodway, pearland, TX 77584
hope seekers|Location is: Central Church of Christ|4|19:00:00|20:00:00|6605 Broadway, Pearland, TX 77584
Calallen|Location is: Pass It On Club|2|00:00:00|01:00:00|11425 Leopard St, Corpus Christi, TX 78410
Calallen 2|Location is: Pass It On Club|2|20:00:00|21:00:00|11425 Leopard St, Corpus Christi, TX 78410
Calallen|Location is: Pass It On Club|3|00:00:00|01:00:00|11425 Leopard St, Corpus Christi, TX 78410
Calallen 2|Location is: Pass It On Club|3|20:00:00|21:00:00|11425 Leopard St, Corpus Christi, TX 78410
Calallen|Location is: Pass It On Club|4|00:00:00|01:00:00|11425 Leopard St, Corpus Christi, TX 78410
Calallen 3|Location is: Pass It On Club|4|18:30:00|19:30:00|11425 Leopard St, Corpus Christi, TX 78410
